USPS,GEOID,ANSICODE,NAME,LSAD,FUNCSTAT,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
IN,1815409,02629850,Country Squire Lakes CDP,57,S,6625754,371106,2.558,0.143,39.037942,-85.685283
IN,1815490,02393656,Covington city,25,A,3045659,0,1.176,0.000,40.140453,-87.391040
IN,1815634,02396666,Crandall town,43,A,263785,0,0.102,0.000,38.287976,-86.065896
IN,1815652,02396667,Crane town,43,A,304139,0,0.117,0.000,38.894351,-86.901274
IN,1815742,02393664,Crawfordsville city,25,A,24039963,0,9.282,0.000,40.043255,-86.896117
IN,1815994,02396668,Cromwell town,43,A,768692,0,0.297,0.000,41.403242,-85.614165
IN,1816084,02396669,Crothersville town,43,A,2957217,0,1.142,0.000,38.794626,-85.839760
IN,1816138,02393682,Crown Point city,25,A,46131801,39233,17.812,0.015,41.417110,-87.347425
IN,1816156,02396670,Crows Nest town,43,A,1111854,0,0.429,0.000,39.856481,-86.169064
IN,1816300,02396671,Culver town,43,A,2655632,0,1.025,0.000,41.215769,-86.423425
IN,1816336,02396672,Cumberland town,43,A,6162539,24768,2.379,0.010,39.788748,-85.949874
IN,1816534,02396673,Cynthiana town,43,A,1032900,0,0.399,0.000,38.187258,-87.708530
IN,1816624,02396674,Dale town,43,A,3964384,21904,1.531,0.008,38.173460,-86.987399
IN,1816642,02396675,Daleville town,43,A,5304786,58077,2.048,0.022,40.118691,-85.557716
IN,1816732,02396677,Dana town,43,A,756244,0,0.292,0.000,39.807257,-87.494534
IN,1816804,02396678,Danville town,43,A,17948651,119054,6.930,0.046,39.764224,-86.511381
IN,1816840,02396679,Darlington town,43,A,842556,0,0.325,0.000,40.107361,-86.776838
IN,1816858,02396680,Darmstadt town,43,A,11696927,152783,4.516,0.059,38.091371,-87.576844
IN,1817002,02396681,Dayton town,43,A,2755818,0,1.064,0.000,40.375846,-86.774635
IN,1817074,02394480,Decatur city,25,A,14963234,16644,5.777,0.006,40.830135,-84.928153
IN,1817110,02396684,Decker town,43,A,467689,0,0.181,0.000,38.518359,-87.524048
IN,1817614,02394507,Delphi city,25,A,7060165,0,2.726,0.000,40.583087,-86.667169
IN,1817722,02396683,De Motte town,43,A,9346870,6515,3.609,0.003,41.199204,-87.195622
IN,1817776,02396685,Denver town,43,A,603217,0,0.233,0.000,40.864539,-86.077024
IN,1817812,02587016,Deputy CDP,57,S,191000,0,0.074,0.000,38.795115,-85.652724
IN,1818190,02396687,Dillsboro town,43,A,3191705,0,1.232,0.000,39.018990,-85.055133
IN,1818550,02583449,Dover Hill CDP,57,S,2010117,1896,0.776,0.001,38.719172,-86.801256
IN,1818658,02583450,Dresser CDP,57,S,390799,0,0.151,0.000,39.463328,-87.423929
IN,1818766,02396689,Dublin town,43,A,1336010,37461,0.516,0.014,39.812537,-85.205175
IN,1818784,02629882,Dubois CDP,57,S,4073025,64283,1.573,0.025,38.446328,-86.797466
IN,1818892,02396690,Dugger town,43,A,1517177,0,0.586,0.000,39.070367,-87.259038
IN,1818982,02396691,Dune Acres town,43,A,5626466,3278201,2.172,1.266,41.651773,-87.090268
IN,1819054,02394576,Dunkirk city,25,A,3254818,0,1.257,0.000,40.374434,-85.207245
IN,1819072,02392982,Dunlap CDP,57,S,12606226,25380,4.867,0.010,41.634651,-85.922588
IN,1819162,02396912,Dunreith town,43,A,322494,0,0.125,0.000,39.802825,-85.436637
IN,1819180,02396913,Dupont town,43,A,2637986,0,1.019,0.000,38.891437,-85.516879
IN,1819270,02396914,Dyer town,43,A,16057060,0,6.200,0.000,41.497846,-87.508926
IN,1819450,02396916,Earl Park town,43,A,2437446,0,0.941,0.000,40.685558,-87.419932
IN,1819486,02394597,East Chicago city,25,A,36491890,5350669,14.090,2.066,41.650459,-87.451123
IN,1819576,02587017,East Enterprise CDP,57,S,1343921,0,0.519,0.000,38.870221,-84.989048
IN,1819756,02396917,East Germantown town,43,A,302217,0,0.117,0.000,39.813163,-85.137025
IN,1820080,02396918,Eaton town,43,A,9578426,164120,3.698,0.063,40.326892,-85.357029
IN,1820152,02396919,Economy town,43,A,232306,0,0.090,0.000,39.977296,-85.086846
IN,1820332,02396920,Edgewood town,43,A,2094096,0,0.809,0.000,40.103231,-85.737411
IN,1820404,02396921,Edinburgh town,43,A,8133036,0,3.140,0.000,39.351041,-85.962722
IN,1820458,02396922,Edwardsport town,43,A,721535,0,0.279,0.000,38.812519,-87.251272
IN,1820638,02396923,Elberfeld town,43,A,792330,0,0.306,0.000,38.161650,-87.448155
IN,1820674,02396924,Elizabeth town,43,A,650905,0,0.251,0.000,38.124236,-85.974084
IN,1820692,02396925,Elizabethtown town,43,A,676865,0,0.261,0.000,39.135079,-85.812438
IN,1820728,02394653,Elkhart city,25,A,66139865,2517797,25.537,0.972,41.692081,-85.962567
IN,1820800,02396926,Ellettsville town,43,A,11991053,0,4.630,0.000,39.232226,-86.623811
IN,1820998,02396927,Elnora town,43,A,2454648,0,0.948,0.000,38.876136,-87.084845
IN,1821070,02394680,Elwood city,25,A,9630698,0,3.718,0.000,40.274310,-85.836995
IN,1821124,02583451,Emison CDP,57,S,4066544,23526,1.570,0.009,38.797786,-87.461371
IN,1821214,02396928,English town,43,A,7883384,0,3.044,0.000,38.340763,-86.459156
IN,1821502,02396930,Etna Green town,43,A,1297860,1527,0.501,0.001,41.275528,-86.042719
IN,1822000,02394710,Evansville city,25,A,122628548,1274315,47.347,0.492,37.987737,-87.534705
IN,1822396,02508767,Fairland town,43,A,2982761,18810,1.152,0.007,39.584783,-85.862391
IN,1822432,02396931,Fairmount town,43,A,4100083,0,1.583,0.000,40.417246,-85.647729
IN,1822576,02396933,Fairview Park town,43,A,2279804,0,0.880,0.000,39.682085,-87.414174
IN,1822738,02396934,Farmersburg town,43,A,1924272,0,0.743,0.000,39.252519,-87.380728
IN,1822792,02396935,Farmland town,43,A,1375001,0,0.531,0.000,40.189537,-85.127331
IN,1822990,02396936,Ferdinand town,43,A,5882526,98585,2.271,0.038,38.226386,-86.862808
IN,1823188,02396938,Fillmore town,43,A,5046503,0,1.948,0.000,39.669724,-86.753173
IN,1823278,02396939,Fishers city,25,A,90568356,5813425,34.969,2.245,39.959285,-85.966886
IN,1823386,02629780,Fish Lake CDP,57,S,3990859,890572,1.541,0.344,41.557502,-86.545545
IN,1823692,02396940,Flora town,43,A,2740599,0,1.058,0.000,40.545177,-86.524194
IN,1823728,02587018,Florence CDP,57,S,349460,44148,0.135,0.017,38.782630,-84.925784
IN,1823854,02583452,Fontanet CDP,57,S,9981713,74241,3.854,0.029,39.577314,-87.230586
IN,1824250,02396941,Fort Branch town,43,A,2823482,28432,1.090,0.011,38.245827,-87.573215
IN,1824286,02396943,Fortville town,43,A,7504912,17842,2.898,0.007,39.924807,-85.846348
IN,1825000,02394798,Fort Wayne city,25,A,286488211,549748,110.614,0.212,41.088173,-85.143880
IN,1825090,02396944,Fountain City town,43,A,683252,0,0.264,0.000,39.954739,-84.919133
IN,1825180,02396945,Fowler town,43,A,3617620,14348,1.397,0.006,40.616979,-87.318746
IN,1825198,02396946,Fowlerton town,43,A,506562,0,0.196,0.000,40.409608,-85.572755
IN,1825288,02396947,Francesville town,43,A,786277,0,0.304,0.000,40.985297,-86.883696
IN,1825306,02396948,Francisco town,43,A,1283195,10170,0.495,0.004,38.333551,-87.447425
IN,1825324,02394805,Frankfort city,25,A,19242019,0,7.429,0.000,40.279948,-86.518102
IN,1825450,02394808,Franklin city,25,A,33702544,0,13.013,0.000,39.493510,-86.054091
IN,1825702,02396949,Frankton town,43,A,2751677,0,1.062,0.000,40.221037,-85.771912
IN,1825720,02761658,Fredericksburg CDP,57,S,2784729,49522,1.075,0.019,38.435541,-86.196183
IN,1825810,02583453,Freelandville CDP,57,S,14413169,0,5.565,0.000,38.865345,-87.310217
IN,1825864,02629879,Freetown CDP,57,S,1875715,7820,0.724,0.003,38.979632,-86.130011
IN,1825882,02396951,Fremont town,43,A,5736693,15764,2.215,0.006,41.729407,-84.934633
IN,1825972,02396952,French Lick town,43,A,4574536,3796,1.766,0.001,38.547698,-86.619818
IN,1826152,02396953,Fulton town,43,A,460042,0,0.178,0.000,40.946147,-86.264180
IN,1826206,02393016,Galena CDP,57,S,6916671,21725,2.671,0.008,38.357101,-85.938684
IN,1826242,02396954,Galveston town,43,A,1359367,0,0.525,0.000,40.577298,-86.191321
IN,1826386,02394858,Garrett city,25,A,9978892,0,3.853,0.000,41.353305,-85.123418
IN,1827000,02394863,Gary city,25,A,128776864,19396265,49.721,7.489,41.595883,-87.344853
IN,1827054,02394866,Gas City city,25,A,11716827,0,4.524,0.000,40.489711,-85.598360
IN,1827072,02396955,Gaston town,43,A,908363,0,0.351,0.000,40.313785,-85.500860
IN,1827216,02396956,Geneva town,43,A,2813965,362312,1.086,0.140,40.596721,-84.957252
IN,1827270,02396957,Gentryville town,43,A,1020757,3869,0.394,0.001,38.110003,-87.033965
IN,1827324,02396958,Georgetown town,43,A,5307376,46358,2.049,0.018,38.298791,-85.963053
IN,1828062,02396962,Glenwood town,43,A,456472,0,0.176,0.000,39.626079,-85.302050
IN,1828332,02396963,Goodland town,43,A,1970390,0,0.761,0.000,40.763711,-87.295204
IN,1828386,02394935,Goshen city,25,A,43138888,957570,16.656,0.370,41.573917,-85.830717
IN,1828440,02396965,Gosport town,43,A,997382,0,0.385,0.000,39.350757,-86.665560
IN,1828494,02396967,Grabill town,43,A,1666126,0,0.643,0.000,41.209946,-84.968058
IN,1828692,02396970,Grandview town,43,A,2483657,4744,0.959,0.002,37.936029,-86.983432
IN,1828800,02393023,Granger CDP,57,S,64764992,3727,25.006,0.001,41.736034,-86.135830
IN,1829358,02394980,Greencastle city,25,A,13576800,132764,5.242,0.051,39.641841,-86.846339
IN,1829448,02394982,Greendale city,25,A,14795143,193069,5.712,0.075,39.147821,-84.830111
IN,1829520,02394986,Greenfield city,25,A,35135053,320553,13.566,0.124,39.793283,-85.772548
IN,1829682,02396975,Greensboro town,43,A,286155,0,0.110,0.000,39.878550,-85.463971
IN,1829718,02394992,Greensburg city,25,A,24004937,117223,9.268,0.045,39.351019,-85.501189
IN,1829754,02396974,Greens Fork town,43,A,362755,1271,0.140,0.000,39.891458,-85.039150
IN,1829772,02396976,Greentown town,43,A,3536975,0,1.366,0.000,40.476504,-85.962405
IN,1829844,02396977,Greenville town,43,A,2019331,224,0.780,0.000,38.371536,-85.984733
IN,1829898,02394244,Greenwood city,25,A,72276415,1883,27.906,0.001,39.602873,-86.108452
IN,1830024,02396978,Griffin town,43,A,177073,0,0.068,0.000,38.204304,-87.914920
IN,1830042,02396979,Griffith town,43,A,20032585,0,7.735,0.000,41.527853,-87.423991
IN,1830060,02393032,Grissom AFB CDP,57,S,10349521,6730,3.996,0.003,40.660383,-86.149738
IN,1830402,02396981,Hagerstown town,43,A,3414181,7501,1.318,0.003,39.914581,-85.154250
IN,1830594,02396982,Hamilton town,43,A,5351435,2417787,2.066,0.934,41.540188,-84.919827
IN,1830708,02396983,Hamlet town,43,A,2499884,25363,0.965,0.010,41.379372,-86.583216
IN,1831000,02394280,Hammond city,25,A,58969795,5485770,22.768,2.118,41.621638,-87.493810
IN,1831180,02629779,Hanna CDP,57,S,2533199,0,0.978,0.000,41.412027,-86.779449
IN,1831216,02396984,Hanover town,43,A,5977461,11571,2.308,0.004,38.713904,-85.473005
IN,1831396,02396985,Hardinsburg town,43,A,5270411,6506,2.035,0.003,38.466505,-86.276354
IN,1831432,02629852,Harlan CDP,57,S,8040049,0,3.104,0.000,41.196543,-84.924540
IN,1831486,02396986,Harmony town,43,A,1929315,0,0.745,0.000,39.533539,-87.073424
IN,1832170,02583454,Harrodsburg CDP,57,S,11172621,93026,4.314,0.036,39.017080,-86.554103
IN,1832242,02394309,Hartford City city,25,A,10037185,53549,3.875,0.021,40.453659,-85.373184
IN,1832332,02396990,Hartsville town,43,A,840866,0,0.325,0.000,39.266964,-85.699189
IN,1832494,02629886,Hatfield CDP,57,S,3034407,281,1.172,0.000,37.904019,-87.220719
IN,1832512,02396991,Haubstadt town,43,A,1869966,18755,0.722,0.007,38.203242,-87.574735
IN,1832584,02587019,Hayden CDP,57,S,6408050,0,2.474,0.000,38.971424,-85.738896
IN,1832728,02396992,Hazleton town,43,A,862767,651,0.333,0.000,38.489209,-87.540566
IN,1832818,02396993,Hebron town,43,A,5117391,0,1.976,0.000,41.324960,-87.202404
IN,1833142,02393047,Henryville CDP,57,S,7374015,8342,2.847,0.003,38.538634,-85.766283
IN,1833178,02583455,Herbst CDP,57,S,3380733,0,1.305,0.000,40.514530,-85.781380
IN,1833187,02629871,Heritage Lake CDP,57,S,7802122,1215448,3.012,0.469,39.737093,-86.707230
IN,1833392,02393048,Hidden Valley CDP,57,S,10717893,698107,4.138,0.270,39.168288,-84.844864
IN,1833466,02396994,Highland town,43,A,18015361,95626,6.956,0.037,41.546622,-87.457616
IN,1833484,02393050,Highland CDP,57,S,5872063,32715,2.267,0.013,38.046152,-87.561715
IN,1833862,02396995,Hillsboro town,43,A,811123,0,0.313,0.000,40.108825,-87.157607
IN,1834096,02629863,Hoagland CDP,57,S,8802032,0,3.398,0.000,40.951963,-84.995472
IN,1834114,02394393,Hobart city,25,A,67916608,970740,26.223,0.375,41.513530,-87.276399
IN,1834294,02396996,Holland town,43,A,814644,2782,0.315,0.001,38.246024,-87.038284
IN,1834366,02396998,Holton town,43,A,4680597,0,1.807,0.000,39.075224,-85.384632
IN,1834420,02396999,Homecroft town,43,A,625653,0,0.242,0.000,39.669572,-86.131239
IN,1834744,02397000,Hope town,43,A,2458032,0,0.949,0.000,39.299270,-85.765971
IN,1834978,02629774,Howe CDP,57,S,4630362,0,1.788,0.000,41.722822,-85.425486
IN,1835086,02397001,Hudson town,43,A,1793014,0,0.692,0.000,41.531782,-85.084126
IN,1835104,02629778,Hudson Lake CDP,57,S,4986729,1965538,1.925,0.759,41.711491,-86.550747
IN,1835266,02397003,Huntertown town,43,A,10294994,23944,3.975,0.009,41.213303,-85.174421
IN,1835284,02394451,Huntingburg city,25,A,13108855,550995,5.061,0.213,38.300925,-86.961909
IN,1835302,02394452,Huntington city,25,A,22835324,359163,8.817,0.139,40.881952,-85.505174
IN,1835500,02397005,Hymera town,43,A,1844509,0,0.712,0.000,39.185877,-87.298928
IN,1835536,02583456,Idaville CDP,57,S,15114132,0,5.836,0.000,40.758765,-86.650563
IN,1836003,02395424,Indianapolis city (balance),00,F,936287191,16893545,361.503,6.523,39.776664,-86.145935
IN,1836306,02397006,Indian Village town,43,A,230187,0,0.089,0.000,41.714297,-86.232190
IN,1836342,02397007,Ingalls town,43,A,7619308,96863,2.942,0.037,39.958950,-85.805753
IN,1837674,02583457,Jalapa CDP,57,S,8227508,0,3.177,0.000,40.626259,-85.746320
IN,1837692,02397010,Jamestown town,43,A,2268058,0,0.876,0.000,39.928478,-86.626264
IN,1837764,02395457,Jasonville city,25,A,3390615,306,1.309,0.000,39.161476,-87.199616
IN,1837782,02395458,Jasper city,25,A,34334717,236386,13.257,0.091,38.393529,-86.940579
IN,1838358,02395463,Jeffersonville city,25,A,88314778,740285,34.099,0.286,38.332622,-85.696419
IN,1838862,02395479,Jonesboro city,25,A,2306854,0,0.891,0.000,40.479750,-85.630365
IN,1838916,02397012,Jonesville town,43,A,367065,0,0.142,0.000,39.059720,-85.887850
IN,1839366,02397013,Kempton town,43,A,427074,0,0.165,0.000,40.287733,-86.229655
IN,1839402,02395505,Kendallville city,25,A,15655941,579712,6.045,0.224,41.444491,-85.257919
IN,1839438,02397014,Kennard town,43,A,1095951,478,0.423,0.000,39.906726,-85.524555
IN,1839510,02587020,Kent CDP,57,S,268220,0,0.104,0.000,38.737215,-85.538968
IN,1839546,02397015,Kentland town,43,A,3495894,0,1.350,0.000,40.773951,-87.446454
IN,1839618,02397016,Kewanna town,43,A,1385791,0,0.535,0.000,41.019313,-86.412521
IN,1839744,02631624,Kimmell CDP,57,S,2485411,80803,0.960,0.031,41.394005,-85.548802
IN,1839798,02397017,Kingman town,43,A,2117812,0,0.818,0.000,39.966519,-87.278549
IN,1839816,02397018,Kingsbury town,43,A,1484070,0,0.573,0.000,41.530226,-86.697354
IN,1839852,02396692,Kingsford Heights town,43,A,2439443,0,0.942,0.000,41.478563,-86.692685
IN,1839942,02396693,Kirklin town,43,A,1059308,0,0.409,0.000,40.192737,-86.359027
IN,1840266,02396694,Knightstown town,43,A,2671309,28506,1.031,0.011,39.795595,-85.530966
IN,1840302,02396695,Knightsville town,43,A,2688998,0,1.038,0.000,39.525352,-87.089134
IN,1840374,02395556,Knox city,25,A,10153641,0,3.920,0.000,41.290987,-86.621047
IN,1840392,02395560,Kokomo city,25,A,94724929,479588,36.574,0.185,40.464005,-86.128074
IN,1840464,02393071,Koontz Lake CDP,57,S,8727680,1351649,3.370,0.522,41.411923,-86.479017
IN,1840518,02396697,Kouts town,43,A,2896033,0,1.118,0.000,41.317161,-87.026429
IN,1840644,02396701,Laconia town,43,A,128552,0,0.050,0.000,38.031747,-86.085582
IN,1840662,02396698,La Crosse town,43,A,1375305,0,0.531,0.000,41.317741,-86.889819
IN,1840698,02396702,Ladoga town,43,A,1387675,0,0.536,0.000,39.916645,-86.799008
IN,1840788,02395583,Lafayette city,25,A,76330205,0,29.471,0.000,40.399044,-86.859237
IN,1840842,02396699,La Fontaine town,43,A,1555607,27253,0.601,0.011,40.674052,-85.721921
IN,1840860,02396703,Lagrange town,43,A,4620529,0,1.784,0.000,41.647999,-85.417873
IN,1840896,02396704,Lagro town,43,A,1536540,35131,0.593,0.014,40.841717,-85.727895
IN,1841058,02393077,Lake Dalecarlia CDP,57,S,2927070,698666,1.130,0.270,41.337612,-87.402784
IN,1841211,02629867,Lake Holiday CDP,57,S,6673847,524397,2.577,0.202,39.963522,-86.959925
IN,1841444,02587021,Lake Santee CDP,57,S,6388645,921218,2.467,0.356,39.410327,-85.307703
IN,1841530,02393090,Lakes of the Four Seasons CDP,57,S,5927236,1077884,2.289,0.416,41.403672,-87.221375
IN,1841535,02395602,Lake Station city,25,A,21499160,345647,8.301,0.133,41.576735,-87.252878
IN,1841562,02629856,Laketon CDP,57,S,2722860,362414,1.051,0.140,40.981213,-85.839996
IN,1841652,02393086,Lake Village CDP,57,S,10213927,0,3.944,0.000,41.130830,-87.439024
IN,1841670,02396705,Lakeville town,43,A,1623628,6601,0.627,0.003,41.528472,-86.275381
IN,1841994,02583458,Landess CDP,57,S,3634229,0,1.403,0.000,40.612634,-85.559289
IN,1842048,02396707,Lanesville town,43,A,1354354,0,0.523,0.000,38.234983,-85.985840
IN,1842192,02396700,La Paz town,43,A,993184,0,0.383,0.000,41.456110,-86.308106
IN,1842228,02396708,Lapel town,43,A,26781095,0,10.340,0.000,40.033475,-85.840661
IN,1842246,02395570,La Porte city,25,A,30235615,1819036,11.674,0.702,41.607896,-86.713606
IN,1842282,02396709,Larwill town,43,A,578331,0,0.223,0.000,41.179217,-85.623947
IN,1842372,02396710,Laurel town,43,A,624884,66,0.241,0.000,39.502037,-85.187882
IN,1842426,02395647,Lawrence city,25,A,52171457,276650,20.144,0.107,39.865956,-85.989646
IN,1842462,02395648,Lawrenceburg city,25,A,13738620,697423,5.305,0.269,39.107408,-84.875771
IN,1842606,02396711,Leavenworth town,43,A,2129829,124050,0.822,0.048,38.200055,-86.350042
IN,1842624,02395662,Lebanon city,25,A,40461712,40328,15.622,0.016,40.031622,-86.456953
IN,1842678,02396712,Leesburg town,43,A,674474,0,0.260,0.000,41.330718,-85.848892
IN,1842861,02396713,Leo-Cedarville town,43,A,9617538,351753,3.713,0.136,41.220642,-85.021856
IN,1843074,02396716,Lewisville town,43,A,663051,2076,0.256,0.001,39.806604,-85.353095
IN,1843434,02396717,Liberty town,43,A,2220571,6011,0.857,0.002,39.635043,-84.925123
IN,1843686,02395706,Ligonier city,25,A,6163830,251,2.380,0.000,41.464996,-85.594642
IN,1844082,02396718,Linden town,43,A,1082732,0,0.418,0.000,40.188962,-86.902817
IN,1844190,02395726,Linton city,25,A,7825737,0,3.022,0.000,39.035744,-87.158695
IN,1844370,02396719,Little York town,43,A,2535992,0,0.979,0.000,38.699306,-85.904558
IN,1844424,02396720,Livonia town,43,A,2685324,4014,1.037,0.002,38.550552,-86.276315
IN,1844442,02396721,Lizton town,43,A,1485830,0,0.574,0.000,39.883971,-86.542116
IN,1844658,02395746,Logansport city,25,A,22656385,575954,8.748,0.222,40.749960,-86.355367
IN,1844784,02396723,Long Beach town,43,A,2784735,5368927,1.075,2.073,41.745087,-86.856250
IN,1844910,02395763,Loogootee city,25,A,4058500,9960,1.567,0.004,38.675652,-86.914124
IN,1845000,02396725,Losantville town,43,A,488524,0,0.189,0.000,40.023528,-85.183459
IN,1845144,02396726,Lowell town,43,A,15038325,223395,5.806,0.086,41.293655,-87.418575
IN,1845468,02396729,Lynn town,43,A,1462865,0,0.565,0.000,40.048718,-84.942455
IN,1845486,02396730,Lynnville town,43,A,4512103,610969,1.742,0.236,38.199070,-87.317486
IN,1845504,02396731,Lyons town,43,A,2244020,0,0.866,0.000,38.987938,-87.081269
IN,1845648,02396744,McCordsville town,43,A,17063583,68657,6.588,0.027,39.895092,-85.922155
IN,1845774,02396732,Mackey town,43,A,223568,0,0.086,0.000,38.250888,-87.391135
IN,1845864,02396733,Macy town,43,A,347508,0,0.134,0.000,40.958209,-86.129538
IN,1845990,02395805,Madison city,25,A,22209142,704045,8.575,0.272,38.758829,-85.397135
IN,1846422,02629874,Manilla CDP,57,S,584046,0,0.226,0.000,39.572711,-85.622005
IN,1846746,02396735,Marengo town,43,A,2005686,0,0.774,0.000,38.371346,-86.344353
IN,1846908,02395009,Marion city,25,A,40447507,216900,15.617,0.084,40.549986,-85.660420
IN,1847160,02396736,Markle town,43,A,3206779,137784,1.238,0.053,40.827225,-85.339226
IN,1847178,02396737,Markleville town,43,A,1457935,0,0.563,0.000,39.976396,-85.616771
